i	height	delta	push_m	rock_m	push_i
15245	23361	0	9392	0	90120
15246	23362	1	9400	1	90128
15247	23364	2	9404	2	90132
15248	23365	1	9409	3	90137
15249	23368	3	9415	4	90143
15250	23368	0	9420	0	90148
15251	23368	0	9427	1	90155
15252	23371	3	9432	2	90160
15253	23373	2	9436	3	90164
15254	23375	2	9441	4	90169
15255	23377	2	9447	0	90175
15256	23378	1	9451	1	90179
15257	23381	3	9455	2	90183
15258	23384	3	9459	3	90187
15259	23384	0	9463	4	90191
15260	23384	0	9481	0	90209
15261	23385	1	9491	1	90219
15262	23388	3	9495	2	90223
15263	23391	3	9499	3	90227
15264	23391	0	9503	4	90231
15265	23391	0	9518	0	90246
15266	23392	1	9524	1	90252
15267	23395	3	9528	2	90256
15268	23397	2	9532	3	90260
15269	23399	2	9537	4	90265
15270	23399	0	9543	0	90271
15271	23400	1	9551	1	90279
15272	23403	3	9555	2	90283
15273	23406	3	9559	3	90287
15274	23408	2	9563	4	90291
15275	23410	2	9569	0	90297
15276	23411	1	9573	1	90301
15277	23414	3	9577	2	90305
15278	23417	3	9581	3	90309
15279	23419	2	9585	4	90313
15280	23421	2	9591	0	90319
15281	23422	1	9595	1	90323
15282	23423	1	9599	2	90327
15283	23425	2	9605	3	90333
15284	23427	2	9610	4	90338
15285	23427	0	9616	0	90344
15286	23427	0	9625	1	90353
15287	23429	2	9632	2	90360
15288	23429	0	9637	3	90365
15289	23430	1	9645	4	90373
15290	23430	0	9652	0	90380
15291	23431	1	9658	1	90386
15292	23433	2	9662	2	90390
15293	23436	3	9667	3	90395
15294	23438	2	9671	4	90399
15295	23438	0	9677	0	90405
15296	23439	1	9688	1	90416
15297	23442	3	9692	2	90420
15298	23444	2	9696	3	90424
15299	23446	2	9701	4	90429
15300	23448	2	9707	0	90435
15301	23449	1	9711	1	90439
15302	23452	3	9715	2	90443
15303	23455	3	9719	3	90447
15304	23455	0	9723	4	90451
15305	23455	0	9740	0	90468
15306	23456	1	9750	1	90478
15307	23456	0	9754	2	90482
15308	23459	3	9761	3	90489
15309	23463	4	9765	4	90493
15310	23463	0	9769	0	90497
15311	23463	0	9779	1	90507
15312	23463	0	9790	2	90518
15313	23466	3	9800	3	90528
15314	23470	4	9804	4	90532
15315	23472	2	9808	0	90536
15316	23473	1	9812	1	90540
15317	23476	3	9816	2	90544
15318	23479	3	9820	3	90548
15319	23479	0	9824	4	90552
15320	23479	0	9834	0	90562
15321	23480	1	9842	1	90570
15322	23482	2	9846	2	90574
15323	23483	1	9851	3	90579
15324	23485	2	9857	4	90585
15325	23487	2	9863	0	90591
15326	23488	1	9867	1	90595
15327	23491	3	9871	2	90599
15328	23493	2	9875	3	90603
15329	23497	4	9880	4	90608
15330	23499	2	9884	0	90612
15331	23500	1	9888	1	90616
15332	23503	3	9892	2	90620
15333	23506	3	9896	3	90624
15334	23506	0	9900	4	90628
15335	23506	0	9927	0	90655
15336	23507	1	9946	1	90674
15337	23510	3	9950	2	90678
15338	23513	3	9954	3	90682
15339	23515	2	9958	4	90686
15340	23515	0	9964	0	90692
15341	23516	1	9974	1	90702
15342	23518	2	9978	2	90706
15343	23519	1	9983	3	90711
15344	23521	2	9989	4	90717
15345	23521	0	9995	0	90723
15346	23522	1	10003	1	90731
15347	23524	2	10007	2	90735
15348	23525	1	10012	3	90740
15349	23528	3	10018	4	90746
15350	23528	0	10023	0	90751
15351	23529	1	10032	1	90760
15352	23532	3	10036	2	90764
15353	23535	3	10040	3	90768
15354	23537	2	10044	4	90772
15355	23539	2	10050	0	90778
15356	23540	1	10054	1	90782
15357	23541	1	10058	2	90786
15358	23544	3	10064	3	90792
15359	23548	4	10068	4	90796
15360	23550	2	10072	0	90800
15361	23551	1	10076	1	90804
15362	23553	2	10080	2	90808
15363	23556	3	10085	3	90813
15364	23560	4	10089	4	90817
15365	23560	0	2	0	90821
15366	23561	1	14	1	90833
15367	23564	3	18	2	90837
15368	23564	0	22	3	90841
15369	23564	0	36	4	90855
15370	23565	1	49	0	90868
15371	23566	1	54	1	90873
15372	23568	2	58	2	90877
15373	23570	2	63	3	90882
15374	23572	2	68	4	90887
15375	23572	0	74	0	90893
15376	23573	1	82	1	90901
15377	23575	2	86	2	90905
15378	23577	2	91	3	90910
15379	23579	2	96	4	90915
15380	23579	0	102	0	90921
15381	23580	1	111	1	90930
15382	23583	3	115	2	90934
15383	23585	2	119	3	90938
15384	23587	2	124	4	90943
15385	23589	2	130	0	90949
15386	23590	1	134	1	90953
15387	23592	2	138	2	90957
15388	23595	3	143	3	90962
15389	23595	0	147	4	90966
15390	23597	2	156	0	90975
15391	23598	1	160	1	90979
15392	23600	2	164	2	90983
15393	23603	3	169	3	90988
15394	23605	2	173	4	90992
15395	23605	0	179	0	90998
15396	23606	1	190	1	91009
15397	23609	3	194	2	91013
15398	23612	3	198	3	91017
15399	23612	0	202	4	91021
15400	23614	2	212	0	91031
15401	23615	1	216	1	91035
15402	23618	3	220	2	91039
15403	23621	3	224	3	91043
15404	23623	2	228	4	91047
15405	23625	2	234	0	91053
15406	23626	1	238	1	91057
15407	23629	3	242	2	91061
15408	23629	0	246	3	91065
15409	23632	3	253	4	91072
15410	23632	0	258	0	91077
15411	23632	0	273	1	91092
15412	23633	1	280	2	91099
15413	23635	2	286	3	91105
15414	23637	2	291	4	91110
15415	23639	2	297	0	91116
15416	23640	1	301	1	91120
15417	23643	3	305	2	91124
15418	23646	3	309	3	91128
15419	23646	0	313	4	91132
15420	23646	0	323	0	91142
15421	23647	1	329	1	91148
15422	23650	3	333	2	91152
15423	23652	2	337	3	91156
15424	23652	0	342	4	91161
15425	23652	0	365	0	91184
15426	23653	1	371	1	91190
15427	23655	2	375	2	91194
15428	23658	3	380	3	91199
15429	23662	4	384	4	91203
15430	23662	0	388	0	91207
15431	23662	0	398	1	91217
15432	23662	0	406	2	91225
15433	23665	3	413	3	91232
15434	23665	0	417	4	91236
15435	23665	0	425	0	91244
15436	23666	1	431	1	91250
15437	23669	3	435	2	91254
15438	23672	3	439	3	91258
15439	23672	0	443	4	91262
15440	23674	2	465	0	91284
15441	23675	1	469	1	91288
15442	23678	3	473	2	91292
15443	23678	0	477	3	91296
15444	23682	4	484	4	91303
15445	23682	0	488	0	91307
15446	23683	1	498	1	91317
15447	23686	3	502	2	91321
15448	23686	0	506	3	91325
15449	23688	2	513	4	91332
15450	23688	0	519	0	91338
15451	23689	1	526	1	91345
15452	23692	3	530	2	91349
15453	23695	3	534	3	91353
15454	23695	0	538	4	91357
15455	23695	0	548	0	91367
15456	23696	1	554	1	91373
15457	23698	2	558	2	91377
15458	23700	2	563	3	91382
15459	23702	2	568	4	91387
15460	23702	0	574	0	91393
15461	23703	1	584	1	91403
15462	23706	3	588	2	91407
15463	23709	3	592	3	91411
15464	23709	0	596	4	91415
15465	23709	0	612	0	91431
15466	23710	1	618	1	91437
15467	23712	2	622	2	91441
15468	23713	1	627	3	91446
15469	23717	4	633	4	91452
15470	23719	2	637	0	91456
15471	23720	1	641	1	91460
15472	23723	3	645	2	91464
15473	23726	3	649	3	91468
15474	23730	4	653	4	91472
15475	23732	2	657	0	91476
15476	23733	1	661	1	91480
15477	23736	3	665	2	91484
15478	23736	0	669	3	91488
15479	23739	3	676	4	91495
15480	23739	0	681	0	91500
15481	23740	1	690	1	91509
15482	23743	3	694	2	91513
15483	23746	3	698	3	91517
15484	23748	2	702	4	91521
15485	23748	0	708	0	91527
15486	23749	1	724	1	91543
15487	23752	3	728	2	91547
15488	23754	2	732	3	91551
15489	23756	2	737	4	91556
15490	23756	0	743	0	91562
15491	23757	1	761	1	91580
15492	23759	2	765	2	91584
15493	23762	3	770	3	91589
15494	23766	4	774	4	91593
15495	23766	0	778	0	91597
15496	23767	1	788	1	91607
15497	23770	3	792	2	91611
15498	23772	2	796	3	91615
15499	23776	4	801	4	91620
15500	23776	0	805	0	91624
15501	23776	0	815	1	91634
15502	23778	2	823	2	91642
15503	23780	2	828	3	91647
15504	23780	0	833	4	91652
15505	23780	0	844	0	91663
15506	23781	1	850	1	91669
15507	23783	2	854	2	91673
15508	23784	1	859	3	91678
15509	23786	2	865	4	91684
15510	23786	0	871	0	91690
15511	23786	0	879	1	91698
15512	23788	2	885	2	91704
15513	23788	0	890	3	91709
15514	23788	0	897	4	91716
15515	23790	2	905	0	91724
15516	23791	1	909	1	91728
15517	23793	2	913	2	91732
15518	23796	3	918	3	91737
15519	23796	0	922	4	91741
15520	23797	1	931	0	91750
15521	23798	1	936	1	91755
15522	23800	2	940	2	91759
15523	23802	2	945	3	91764
15524	23804	2	950	4	91769
15525	23804	0	956	0	91775
15526	23805	1	964	1	91783
15527	23808	3	968	2	91787
15528	23810	2	972	3	91791
15529	23814	4	977	4	91796
15530	23816	2	981	0	91800
15531	23817	1	985	1	91804
15532	23820	3	989	2	91808
15533	23823	3	993	3	91812
15534	23823	0	997	4	91816
15535	23825	2	1016	0	91835
15536	23826	1	1020	1	91839
15537	23829	3	1024	2	91843
15538	23831	2	1028	3	91847
15539	23831	0	1033	4	91852
15540	23831	0	1051	0	91870
15541	23832	1	1057	1	91876
15542	23834	2	1061	2	91880
15543	23837	3	1066	3	91885
15544	23837	0	1070	4	91889
15545	23839	2	1079	0	91898
15546	23840	1	1083	1	91902
15547	23842	2	1087	2	91906
15548	23845	3	1092	3	91911
15549	23845	0	1096	4	91915
15550	23846	1	1105	0	91924
15551	23847	1	1110	1	91929
15552	23850	3	1114	2	91933
15553	23852	2	1118	3	91937
15554	23856	4	1123	4	91942
15555	23858	2	1127	0	91946
15556	23859	1	1131	1	91950
15557	23861	2	1135	2	91954
15558	23863	2	1140	3	91959
15559	23865	2	1145	4	91964
15560	23865	0	1151	0	91970
15561	23866	1	1161	1	91980
15562	23869	3	1165	2	91984
15563	23872	3	1169	3	91988
15564	23876	4	1173	4	91992
15565	23876	0	1177	0	91996
15566	23876	0	1194	1	92013
15567	23879	3	1208	2	92027
15568	23881	2	1212	3	92031
15569	23883	2	1217	4	92036
15570	23885	2	1223	0	92042
15571	23886	1	1227	1	92046
15572	23889	3	1231	2	92050
15573	23891	2	1235	3	92054
15574	23893	2	1240	4	92059
15575	23893	0	1246	0	92065
15576	23894	1	1254	1	92073
15577	23896	2	1258	2	92077
15578	23897	1	1263	3	92082
15579	23897	0	1269	4	92088
15580	23898	1	1282	0	92101
15581	23898	0	1287	1	92106
15582	23901	3	1292	2	92111
15583	23904	3	1296	3	92115
15584	23906	2	1300	4	92119
15585	23908	2	1306	0	92125
15586	23908	0	1310	1	92129
15587	23908	0	1322	2	92141
15588	23908	0	1333	3	92152
15589	23912	4	1341	4	92160
15590	23912	0	1345	0	92164
15591	23913	1	1354	1	92173
15592	23916	3	1358	2	92177
15593	23919	3	1362	3	92181
15594	23919	0	1366	4	92185
15595	23919	0	1384	0	92203
15596	23919	0	1390	1	92209
15597	23921	2	1398	2	92217
15598	23924	3	1403	3	92222
15599	23924	0	1407	4	92226
15600	23924	0	1419	0	92238
15601	23925	1	1425	1	92244
15602	23928	3	1429	2	92248
15603	23930	2	1433	3	92252
15604	23932	2	1438	4	92257
15605	23932	0	1444	0	92263
15606	23933	1	1453	1	92272
15607	23936	3	1457	2	92276
15608	23938	2	1461	3	92280
15609	23940	2	1466	4	92285
15610	23940	0	1472	0	92291
15611	23941	1	1478	1	92297
15612	23944	3	1482	2	92301
15613	23947	3	1486	3	92305
15614	23947	0	1490	4	92309
15615	23949	2	1498	0	92317
15616	23950	1	1502	1	92321
15617	23952	2	1506	2	92325
15618	23953	1	1511	3	92330
15619	23953	0	1517	4	92336
15620	23954	1	1533	0	92352
15621	23955	1	1538	1	92357
15622	23958	3	1542	2	92361
15623	23960	2	1546	3	92365
15624	23962	2	1551	4	92370
15625	23964	2	1557	0	92376
15626	23965	1	1561	1	92380
15627	23965	0	1565	2	92384
15628	23968	3	1577	3	92396
15629	23970	2	1581	4	92400
15630	23972	2	1587	0	92406
15631	23973	1	1591	1	92410
15632	23976	3	1595	2	92414
15633	23976	0	1599	3	92418
15634	23979	3	1606	4	92425
15635	23979	0	1611	0	92430
15636	23980	1	1618	1	92437
15637	23983	3	1622	2	92441
15638	23986	3	1626	3	92445
15639	23990	4	1630	4	92449
15640	23990	0	1634	0	92453
15641	23990	0	1648	1	92467
15642	23992	2	1658	2	92477
15643	23994	2	1663	3	92482
15644	23998	4	1668	4	92487
15645	24000	2	1672	0	92491
15646	24001	1	1676	1	92495
15647	24003	2	1680	2	92499
15648	24006	3	1685	3	92504
15649	24008	2	1689	4	92508
15650	24010	2	1695	0	92514
15651	24011	1	1699	1	92518
15652	24014	3	1703	2	92522
15653	24016	2	1707	3	92526
15654	24016	0	1712	4	92531
15655	24016	0	1731	0	92550
15656	24017	1	1737	1	92556
15657	24019	2	1741	2	92560
15658	24022	3	1746	3	92565
15659	24024	2	1750	4	92569
15660	24024	0	1756	0	92575
15661	24025	1	1767	1	92586
15662	24028	3	1771	2	92590
15663	24030	2	1775	3	92594
15664	24032	2	1780	4	92599
15665	24034	2	1786	0	92605
15666	24035	1	1790	1	92609
15667	24038	3	1794	2	92613
15668	24041	3	1798	3	92617
15669	24043	2	1802	4	92621
15670	24043	0	1808	0	92627
15671	24044	1	1827	1	92646
15672	24047	3	1831	2	92650
15673	24047	0	1835	3	92654
15674	24050	3	1842	4	92661
15675	24050	0	1847	0	92666
15676	24050	0	1855	1	92674
15677	24052	2	1861	2	92680
15678	24055	3	1866	3	92685
15679	24059	4	1870	4	92689
15680	24059	0	1874	0	92693
15681	24059	0	1884	1	92703
15682	24059	0	1892	2	92711
15683	24062	3	1899	3	92718
15684	24063	1	1903	4	92722
15685	24063	0	1910	0	92729
15686	24064	1	1917	1	92736
15687	24067	3	1921	2	92740
15688	24069	2	1925	3	92744
15689	24071	2	1930	4	92749
15690	24071	0	1936	0	92755
15691	24072	1	1944	1	92763
15692	24075	3	1948	2	92767
15693	24077	2	1952	3	92771
15694	24079	2	1957	4	92776
15695	24081	2	1963	0	92782
15696	24082	1	1967	1	92786
15697	24085	3	1971	2	92790
15698	24088	3	1975	3	92794
15699	24088	0	1979	4	92798
15700	24088	0	1994	0	92813
15701	24089	1	2000	1	92819
15702	24091	2	2004	2	92823
15703	24094	3	2009	3	92828
15704	24096	2	2013	4	92832
15705	24096	0	2019	0	92838
15706	24097	1	2027	1	92846
15707	24099	2	2031	2	92850
15708	24102	3	2036	3	92855
15709	24102	0	2040	4	92859
15710	24103	1	2049	0	92868
15711	24103	0	2054	1	92873
15712	24106	3	2059	2	92878
15713	24108	2	2063	3	92882
15714	24112	4	2068	4	92887
15715	24112	0	2072	0	92891
15716	24113	1	2082	1	92901
15717	24116	3	2086	2	92905
15718	24118	2	2090	3	92909
15719	24119	1	2095	4	92914
15720	24121	2	2102	0	92921
15721	24122	1	2106	1	92925
15722	24125	3	2110	2	92929
15723	24125	0	2114	3	92933
15724	24129	4	2121	4	92940
15725	24131	2	2125	0	92944
15726	24132	1	2129	1	92948
15727	24132	0	2133	2	92952
15728	24135	3	2145	3	92964
15729	24136	1	2149	4	92968
15730	24138	2	2156	0	92975
15731	24138	0	2160	1	92979
15732	24140	2	2167	2	92986
15733	24142	2	2172	3	92991
15734	24144	2	2177	4	92996
15735	24144	0	2183	0	93002
15736	24145	1	2192	1	93011
15737	24148	3	2196	2	93015
15738	24148	0	2200	3	93019
15739	24151	3	2207	4	93026
15740	24153	2	2212	0	93031
15741	24153	0	2216	1	93035
15742	24153	0	2226	2	93045
15743	24154	1	2235	3	93054
15744	24154	0	2241	4	93060
15745	24154	0	2251	0	93070
15746	24155	1	2257	1	93076
15747	24158	3	2261	2	93080
15748	24161	3	2265	3	93084
15749	24161	0	2269	4	93088
15750	24163	2	2279	0	93098
15751	24164	1	2283	1	93102
15752	24167	3	2287	2	93106
15753	24170	3	2291	3	93110
15754	24172	2	2295	4	93114
15755	24174	2	2301	0	93120
15756	24175	1	2305	1	93124
15757	24178	3	2309	2	93128
15758	24178	0	2313	3	93132
15759	24181	3	2320	4	93139
15760	24181	0	2325	0	93144
15761	24182	1	2334	1	93153
15762	24184	2	2338	2	93157
15763	24187	3	2343	3	93162
15764	24189	2	2347	4	93166
15765	24189	0	2353	0	93172
15766	24189	0	2364	1	93183
15767	24191	2	2370	2	93189
15768	24194	3	2375	3	93194
15769	24194	0	2379	4	93198
15770	24194	0	2389	0	93208
15771	24195	1	2395	1	93214
15772	24197	2	2399	2	93218
15773	24198	1	2404	3	93223
15774	24198	0	2410	4	93229
15775	24198	0	2455	0	93274
15776	24199	1	2461	1	93280
15777	24201	2	2465	2	93284
15778	24204	3	2470	3	93289
15779	24206	2	2474	4	93293
15780	24206	0	2480	0	93299
15781	24207	1	2486	1	93305
15782	24209	2	2490	2	93309
15783	24211	2	2495	3	93314
15784	24215	4	2500	4	93319
15785	24215	0	2504	0	93323
15786	24215	0	2514	1	93333
15787	24217	2	2522	2	93341
15788	24220	3	2527	3	93346
15789	24220	0	2531	4	93350
15790	24220	0	2543	0	93362
15791	24221	1	2551	1	93370
15792	24223	2	2555	2	93374
15793	24226	3	2560	3	93379
15794	24226	0	2564	4	93383
15795	24228	2	2573	0	93392
15796	24229	1	2577	1	93396
15797	24232	3	2581	2	93400
15798	24235	3	2585	3	93404
15799	24235	0	2589	4	93408
15800	24237	2	2597	0	93416
15801	24238	1	2601	1	93420
15802	24240	2	2605	2	93424
15803	24243	3	2610	3	93429
15804	24245	2	2614	4	93433
15805	24247	2	2620	0	93439
15806	24248	1	2624	1	93443
15807	24251	3	2628	2	93447
15808	24254	3	2632	3	93451
15809	24254	0	2636	4	93455
15810	24254	0	2646	0	93465
15811	24255	1	2652	1	93471
15812	24257	2	2656	2	93475
15813	24260	3	2661	3	93480
15814	24264	4	2665	4	93484
15815	24264	0	2669	0	93488
15816	24264	0	2682	1	93501
15817	24267	3	2692	2	93511
15818	24267	0	2696	3	93515
15819	24270	3	2708	4	93527
15820	24270	0	2713	0	93532
15821	24270	0	2727	1	93546
15822	24271	1	2734	2	93553
15823	24274	3	2740	3	93559
15824	24278	4	2744	4	93563
15825	24278	0	2748	0	93567
15826	24279	1	2758	1	93577
15827	24282	3	2762	2	93581
15828	24284	2	2766	3	93585
15829	24284	0	2771	4	93590
15830	24284	0	2797	0	93616
15831	24285	1	2806	1	93625
15832	24285	0	2810	2	93629
15833	24287	2	2818	3	93637
15834	24289	2	2823	4	93642
15835	24289	0	2829	0	93648
15836	24290	1	2835	1	93654
15837	24293	3	2839	2	93658
15838	24293	0	2843	3	93662
15839	24296	3	2851	4	93670
15840	24296	0	2856	0	93675
15841	24297	1	2863	1	93682
15842	24297	0	2867	2	93686
15843	24300	3	2877	3	93696
15844	24302	2	2881	4	93700
15845	24302	0	2887	0	93706
15846	24303	1	2899	1	93718
15847	24306	3	2903	2	93722
15848	24309	3	2907	3	93726
15849	24311	2	2911	4	93730
15850	24311	0	2917	0	93736
15851	24312	1	2929	1	93748
15852	24315	3	2933	2	93752
15853	24318	3	2937	3	93756
15854	24320	2	2941	4	93760
15855	24322	2	2947	0	93766
15856	24323	1	2951	1	93770
15857	24326	3	2955	2	93774
15858	24329	3	2959	3	93778
15859	24333	4	2963	4	93782
15860	24333	0	2967	0	93786
15861	24334	1	2981	1	93800
15862	24337	3	2985	2	93804
15863	24340	3	2989	3	93808
15864	24344	4	2993	4	93812
15865	24344	0	2997	0	93816
15866	24344	0	3007	1	93826
15867	24347	3	3015	2	93834
15868	24350	3	3019	3	93838
15869	24352	2	3023	4	93842
15870	24352	0	3029	0	93848
15871	24353	1	3044	1	93863
15872	24356	3	3048	2	93867
15873	24359	3	3052	3	93871
15874	24361	2	3056	4	93875
15875	24361	0	3062	0	93881
15876	24362	1	3084	1	93903
15877	24365	3	3088	2	93907
15878	24368	3	3092	3	93911
15879	24370	2	3096	4	93915
15880	24370	0	3102	0	93921
15881	24370	0	3110	1	93929
15882	24372	2	3116	2	93935
15883	24375	3	3121	3	93940
15884	24377	2	3125	4	93944
15885	24377	0	3131	0	93950
15886	24377	0	3139	1	93958
15887	24379	2	3145	2	93964
15888	24382	3	3150	3	93969
15889	24382	0	3154	4	93973
15890	24382	0	3164	0	93983
15891	24383	1	3170	1	93989
15892	24386	3	3174	2	93993
15893	24388	2	3178	3	93997
15894	24390	2	3183	4	94002
15895	24392	2	3189	0	94008
15896	24393	1	3193	1	94012
15897	24393	0	3197	2	94016
15898	24396	3	3207	3	94026
15899	24398	2	3211	4	94030
15900	24400	2	3217	0	94036
15901	24401	1	3221	1	94040
15902	24403	2	3225	2	94044
15903	24405	2	3230	3	94049
15904	24407	2	3235	4	94054
15905	24409	2	3241	0	94060
15906	24409	0	3245	1	94064
15907	24409	0	3253	2	94072
15908	24412	3	3260	3	94079
15909	24416	4	3264	4	94083
15910	24416	0	3268	0	94087
15911	24417	1	3278	1	94097
15912	24420	3	3282	2	94101
15913	24422	2	3286	3	94105
15914	24426	4	3291	4	94110
15915	24426	0	3295	0	94114
15916	24426	0	3305	1	94124
15917	24426	0	3313	2	94132
15918	24429	3	3320	3	94139
15919	24429	0	3324	4	94143
15920	24429	0	3340	0	94159
15921	24430	1	3346	1	94165
15922	24433	3	3350	2	94169
15923	24436	3	3354	3	94173
15924	24436	0	3358	4	94177
15925	24438	2	3366	0	94185
15926	24438	0	3370	1	94189
15927	24440	2	3376	2	94195
15928	24443	3	3381	3	94200
15929	24443	0	3385	4	94204
15930	24444	1	3394	0	94213
15931	24445	1	3399	1	94218
15932	24445	0	3403	2	94222
15933	24448	3	3410	3	94229
15934	24449	1	3414	4	94233
15935	24450	1	3421	0	94240
15936	24451	1	3426	1	94245
15937	24454	3	3430	2	94249
15938	24457	3	3434	3	94253
15939	24461	4	3438	4	94257
15940	24461	0	3442	0	94261
15941	24462	1	3452	1	94271
15942	24464	2	3456	2	94275
15943	24465	1	3461	3	94280
15944	24468	3	3467	4	94286
15945	24468	0	3472	0	94291
15946	24468	0	3481	1	94300
15947	24469	1	3488	2	94307
15948	24471	2	3494	3	94313
15949	24473	2	3499	4	94318
15950	24473	0	3505	0	94324
15951	24474	1	3511	1	94330
15952	24477	3	3515	2	94334
15953	24477	0	3519	3	94338
15954	24481	4	3527	4	94346
15955	24481	0	3531	0	94350
15956	24482	1	3540	1	94359
15957	24485	3	3544	2	94363
15958	24488	3	3548	3	94367
15959	24490	2	3552	4	94371
15960	24490	0	3558	0	94377
15961	24491	1	3564	1	94383
15962	24493	2	3568	2	94387
15963	24494	1	3573	3	94392
15964	24496	2	3579	4	94398
15965	24496	0	3585	0	94404
15966	24497	1	3592	1	94411
15967	24500	3	3596	2	94415
15968	24502	2	3600	3	94419
15969	24503	1	3605	4	94424
15970	24504	1	3612	0	94431
15971	24505	1	3617	1	94436
15972	24507	2	3621	2	94440
15973	24509	2	3626	3	94445
15974	24511	2	3631	4	94450
15975	24511	0	3637	0	94456
15976	24512	1	3646	1	94465
15977	24515	3	3650	2	94469
15978	24515	0	3654	3	94473
15979	24517	2	3661	4	94480
15980	24519	2	3667	0	94486
15981	24520	1	3671	1	94490
15982	24523	3	3675	2	94494
15983	24525	2	3679	3	94498
15984	24527	2	3684	4	94503
15985	24527	0	3690	0	94509
15986	24528	1	3706	1	94525
15987	24530	2	3710	2	94529
15988	24531	1	3715	3	94534
15989	24534	3	3721	4	94540
15990	24534	0	3726	0	94545
15991	24535	1	3735	1	94554
15992	24538	3	3739	2	94558
15993	24538	0	3743	3	94562
15994	24542	4	3750	4	94569
15995	24544	2	3754	0	94573
15996	24545	1	3758	1	94577
15997	24548	3	3762	2	94581
15998	24551	3	3766	3	94585
15999	24551	0	3770	4	94589
16000	24553	2	3788	0	94607
16001	24554	1	3792	1	94611
16002	24557	3	3796	2	94615
16003	24560	3	3800	3	94619
16004	24562	2	3804	4	94623
16005	24564	2	3810	0	94629
16006	24564	0	3814	1	94633
16007	24564	0	3822	2	94641
16008	24567	3	3829	3	94648
16009	24569	2	3833	4	94652
16010	24569	0	3839	0	94658
16011	24570	1	3847	1	94666
16012	24573	3	3851	2	94670
16013	24575	2	3855	3	94674
16014	24579	4	3860	4	94679
16015	24579	0	3864	0	94683
16016	24580	1	3874	1	94693
16017	24580	0	3878	2	94697
16018	24583	3	3890	3	94709
16019	24583	0	3894	4	94713
16020	24585	2	3907	0	94726
16021	24586	1	3911	1	94730
16022	24588	2	3915	2	94734
16023	24591	3	3920	3	94739
16024	24591	0	3924	4	94743
16025	24593	2	3933	0	94752
16026	24594	1	3937	1	94756
16027	24595	1	3941	2	94760
16028	24598	3	3947	3	94766
16029	24602	4	3951	4	94770
16030	24602	0	3955	0	94774
16031	24602	0	3965	1	94784
16032	24604	2	3977	2	94796
16033	24604	0	3982	3	94801
16034	24604	0	3995	4	94814
16035	24606	2	4007	0	94826
16036	24606	0	4011	1	94830
16037	24607	1	4018	2	94837
16038	24610	3	4024	3	94843
16039	24614	4	4028	4	94847
16040	24614	0	4032	0	94851
16041	24615	1	4042	1	94861
16042	24618	3	4046	2	94865
16043	24618	0	4050	3	94869
16044	24618	0	4057	4	94876
16045	24620	2	4073	0	94892
16046	24620	0	4077	1	94896
16047	24623	3	4083	2	94902
16048	24626	3	4087	3	94906
16049	24626	0	4091	4	94910
16050	24626	0	4102	0	94921
16051	24627	1	4108	1	94927
16052	24630	3	4112	2	94931
16053	24630	0	4116	3	94935
16054	24632	2	4123	4	94942
16055	24632	0	4129	0	94948
16056	24632	0	4135	1	94954
16057	24634	2	4141	2	94960
16058	24636	2	4146	3	94965
16059	24637	1	4151	4	94970
16060	24637	0	4158	0	94977
16061	24638	1	4165	1	94984
16062	24639	1	4169	2	94988
16063	24641	2	4175	3	94994
16064	24642	1	4180	4	94999
16065	24644	2	4187	0	95006
16066	24645	1	4191	1	95010
16067	24648	3	4195	2	95014
16068	24650	2	4199	3	95018
16069	24652	2	4204	4	95023
16070	24652	0	4210	0	95029
16071	24653	1	4218	1	95037
16072	24656	3	4222	2	95041
16073	24658	2	4226	3	95045
16074	24658	0	4231	4	95050
16075	24658	0	4243	0	95062
16076	24658	0	4249	1	95068
16077	24660	2	4255	2	95074
16078	24663	3	4260	3	95079
16079	24663	0	4264	4	95083
16080	24663	0	4273	0	95092
16081	24664	1	4279	1	95098
16082	24667	3	4283	2	95102
16083	24667	0	4287	3	95106
16084	24670	3	4294	4	95113
16085	24670	0	4299	0	95118
16086	24671	1	4308	1	95127
16087	24674	3	4312	2	95131
16088	24677	3	4316	3	95135
16089	24679	2	4320	4	95139
16090	24679	0	4326	0	95145
16091	24679	0	4338	1	95157
16092	24681	2	4344	2	95163
16093	24684	3	4349	3	95168
16094	24686	2	4353	4	95172
16095	24686	0	4359	0	95178
16096	24687	1	4376	1	95195
16097	24690	3	4380	2	95199
16098	24692	2	4384	3	95203
16099	24694	2	4389	4	95208
16100	24694	0	4395	0	95214
16101	24695	1	4401	1	95220
16102	24698	3	4405	2	95224
16103	24701	3	4409	3	95228
16104	24701	0	4413	4	95232
16105	24701	0	4424	0	95243
16106	24702	1	4430	1	95249
16107	24704	2	4434	2	95253
16108	24706	2	4439	3	95258
16109	24706	0	4444	4	95263
16110	24708	2	4452	0	95271
16111	24709	1	4456	1	95275
16112	24712	3	4460	2	95279
16113	24715	3	4464	3	95283
16114	24715	0	4468	4	95287
16115	24715	0	4483	0	95302
16116	24716	1	4489	1	95308
16117	24719	3	4493	2	95312
16118	24722	3	4497	3	95316
16119	24724	2	4501	4	95320
16120	24724	0	4507	0	95326
16121	24724	0	4519	1	95338
16122	24726	2	4525	2	95344
16123	24729	3	4530	3	95349
16124	24729	0	4534	4	95353
16125	24729	0	4549	0	95368
16126	24730	1	4555	1	95374
16127	24733	3	4559	2	95378
16128	24733	0	4563	3	95382
