i	height	delta	push_m	rock_m	push_i
5972	9143	2	4995	2	35268
5973	9147	4	5000	3	35273
5974	9147	0	5004	4	35277
5975	9148	1	5014	0	35287
5976	9150	2	5018	1	35291
5977	9153	3	5023	2	35296
5978	9153	0	5027	3	35300
5979	9153	0	5036	4	35309
5980	9154	1	5042	0	35315
5981	9157	3	5046	1	35319
5982	9160	3	5050	2	35323
5983	9164	4	5054	3	35327
5984	9164	0	5058	4	35331
5985	9165	1	5078	0	35351
5986	9165	0	5082	1	35355
5987	9168	3	5093	2	35366
5988	9168	0	5097	3	35370
5989	9168	0	5108	4	35381
5990	9169	1	5114	0	35387
5991	9172	3	5118	1	35391
5992	9174	2	5122	2	35395
5993	9176	2	5127	3	35400
5994	9176	0	5133	4	35406
5995	9177	1	5141	0	35414
5996	9180	3	5145	1	35418
5997	9183	3	5149	2	35422
5998	9183	0	5153	3	35426
5999	9183	0	5163	4	35436
6000	9184	1	5169	0	35442
6001	9187	3	5173	1	35446
6002	9190	3	5177	2	35450
6003	9192	2	5181	3	35454
6004	9194	2	5187	4	35460
6005	9195	1	5191	0	35464
6006	9198	3	5195	1	35468
6007	9200	2	5199	2	35472
6008	9202	2	5204	3	35477
6009	9202	0	5210	4	35483
6010	9203	1	5218	0	35491
6011	9205	2	5222	1	35495
6012	9206	1	5227	2	35500
6013	9208	2	5233	3	35506
6014	9208	0	5239	4	35512
6015	9209	1	5245	0	35518
6016	9212	3	5249	1	35522
6017	9215	3	5253	2	35526
6018	9217	2	5257	3	35530
6019	9219	2	5263	4	35536
6020	9219	0	5267	0	35540
6021	9222	3	5275	1	35548
6022	9224	2	5279	2	35552
6023	9226	2	5284	3	35557
6024	9228	2	5290	4	35563
6025	9229	1	5294	0	35567
6026	9232	3	5298	1	35571
6027	9235	3	5302	2	35575
6028	9237	2	5306	3	35579
6029	9237	0	5312	4	35585
6030	9238	1	5320	0	35593
6031	9238	0	5324	1	35597
6032	9241	3	5332	2	35605
6033	9241	0	5336	3	35609
6034	9243	2	5344	4	35617
6035	9244	1	5348	0	35621
6036	9247	3	5352	1	35625
6037	9250	3	5356	2	35629
6038	9254	4	5360	3	35633
6039	9254	0	5364	4	35637
6040	9255	1	5374	0	35647
6041	9258	3	5378	1	35651
6042	9258	0	5382	2	35655
6043	9260	2	5389	3	35662
6044	9260	0	5395	4	35668
6045	9261	1	5401	0	35674
6046	9264	3	5405	1	35678
6047	9266	2	5409	2	35682
6048	9266	0	5414	3	35687
6049	9266	0	5434	4	35707
6050	9267	1	5444	0	35717
6051	9270	3	5448	1	35721
6052	9270	0	5452	2	35725
6053	9273	3	5459	3	35732
6054	9273	0	5464	4	35737
6055	9274	1	5477	0	35750
6056	9274	0	5481	1	35754
6057	9277	3	5490	2	35763
6058	9279	2	5494	3	35767
6059	9281	2	5500	4	35773
6060	9282	1	5504	0	35777
6061	9284	2	5508	1	35781
6062	9286	2	5513	2	35786
6063	9286	0	5518	3	35791
6064	9288	2	5534	4	35807
6065	9288	0	5538	0	35811
6066	9291	3	5546	1	35819
6067	9293	2	5550	2	35823
6068	9293	0	5555	3	35828
6069	9293	0	5567	4	35840
6070	9294	1	5575	0	35848
6071	9296	2	5579	1	35852
6072	9299	3	5584	2	35857
6073	9299	0	5588	3	35861
6074	9299	0	5597	4	35870
6075	9300	1	5603	0	35876
6076	9302	2	5607	1	35880
6077	9304	2	5612	2	35885
6078	9304	0	5617	3	35890
6079	9306	2	5625	4	35898
6080	9306	0	5629	0	35902
6081	9308	2	5635	1	35908
6082	9310	2	5640	2	35913
6083	9312	2	5645	3	35918
6084	9312	0	5651	4	35924
6085	9313	1	5659	0	35932
6086	9313	0	5663	1	35936
6087	9316	3	5670	2	35943
6088	9316	0	5674	3	35947
6089	9316	0	5688	4	35961
6090	9317	1	5694	0	35967
6091	9319	2	5698	1	35971
6092	9320	1	5703	2	35976
6093	9322	2	5709	3	35982
6094	9322	0	5715	4	35988
6095	9323	1	5723	0	35996
6096	9325	2	5727	1	36000
6097	9326	1	5732	2	36005
6098	9329	3	5738	3	36011
6099	9329	0	5743	4	36016
6100	9329	0	5752	0	36025
6101	9330	1	5759	1	36032
6102	9333	3	5765	2	36038
6103	9333	0	5769	3	36042
6104	9333	0	5782	4	36055
6105	9334	1	5788	0	36061
6106	9337	3	5792	1	36065
6107	9340	3	5796	2	36069
6108	9344	4	5800	3	36073
6109	9344	0	5804	4	36077
6110	9344	0	5823	0	36096
6111	9344	0	5833	1	36106
6112	9347	3	5842	2	36115
6113	9347	0	5846	3	36119
6114	9347	0	5858	4	36131
6115	9347	0	5867	0	36140
6116	9349	2	5873	1	36146
6117	9352	3	5878	2	36151
6118	9352	0	5882	3	36155
6119	9354	2	5890	4	36163
6120	9355	1	5894	0	36167
6121	9358	3	5898	1	36171
6122	9360	2	5902	2	36175
6123	9362	2	5907	3	36180
6124	9362	0	5913	4	36186
6125	9362	0	5922	0	36195
6126	9364	2	5928	1	36201
6127	9367	3	5933	2	36206
6128	9367	0	5937	3	36210
6129	9367	0	5947	4	36220
6130	9368	1	5953	0	36226
6131	9371	3	5957	1	36230
6132	9373	2	5961	2	36234
6133	9374	1	5966	3	36239
6134	9376	2	5973	4	36246
6135	9377	1	5977	0	36250
6136	9380	3	5981	1	36254
6137	9383	3	5985	2	36258
6138	9385	2	5989	3	36262
6139	9385	0	5995	4	36268
6140	9386	1	6007	0	36280
6141	9386	0	6011	1	36284
6142	9389	3	6019	2	36292
6143	9389	0	6023	3	36296
6144	9389	0	6045	4	36318
6145	9390	1	6052	0	36325
6146	9393	3	6056	1	36329
6147	9396	3	6060	2	36333
6148	9398	2	6064	3	36337
6149	9400	2	6070	4	36343
6150	9400	0	6074	0	36347
6151	9402	2	6082	1	36355
6152	9404	2	6087	2	36360
6153	9404	0	6092	3	36365
6154	9406	2	6100	4	36373
6155	9406	0	6104	0	36377
6156	9409	3	6112	1	36385
6157	9411	2	6116	2	36389
6158	9413	2	6121	3	36394
6159	9413	0	6127	4	36400
6160	9414	1	6135	0	36408
6161	9417	3	6139	1	36412
6162	9417	0	6143	2	36416
6163	9419	2	6150	3	36423
6164	9419	0	6156	4	36429
6165	9420	1	6176	0	36449
6166	9423	3	6180	1	36453
6167	9426	3	6184	2	36457
6168	9428	2	6188	3	36461
6169	9428	0	6194	4	36467
6170	9429	1	6200	0	36473
6171	9432	3	6204	1	36477
6172	9435	3	6208	2	36481
6173	9437	2	6212	3	36485
6174	9437	0	6218	4	36491
6175	9438	1	6224	0	36497
6176	9441	3	6228	1	36501
6177	9443	2	6232	2	36505
6178	9447	4	6237	3	36510
6179	9449	2	6241	4	36514
6180	9450	1	6245	0	36518
6181	9451	1	6249	1	36522
6182	9453	2	6255	2	36528
6183	9454	1	6260	3	36533
6184	9454	0	6267	4	36540
6185	9455	1	6274	0	36547
6186	9458	3	6278	1	36551
6187	9461	3	6282	2	36555
6188	9463	2	6286	3	36559
6189	9463	0	6292	4	36565
6190	9464	1	6298	0	36571
6191	9467	3	6302	1	36575
6192	9470	3	6306	2	36579
6193	9470	0	6310	3	36583
6194	9470	0	6327	4	36600
6195	9471	1	6338	0	36611
6196	9473	2	6342	1	36615
6197	9476	3	6347	2	36620
6198	9476	0	6351	3	36624
6199	9478	2	6360	4	36633
6200	9479	1	6364	0	36637
6201	9482	3	6368	1	36641
6202	9482	0	6372	2	36645
6203	9486	4	6379	3	36652
6204	9486	0	6383	4	36656
6205	9487	1	6391	0	36664
6206	9490	3	6395	1	36668
6207	9493	3	6399	2	36672
6208	9493	0	6403	3	36676
6209	9493	0	6413	4	36686
6210	9494	1	6419	0	36692
6211	9497	3	6423	1	36696
6212	9499	2	6427	2	36700
6213	9499	0	6432	3	36705
6214	9500	1	6441	4	36714
6215	9501	1	6446	0	36719
6216	9504	3	6450	1	36723
6217	9506	2	6454	2	36727
6218	9507	1	6459	3	36732
6219	9508	1	6466	4	36739
6220	9509	1	6471	0	36744
6221	9511	2	6475	1	36748
6222	9514	3	6480	2	36753
6223	9516	2	6484	3	36757
6224	9516	0	6490	4	36763
6225	9517	1	6501	0	36774
6226	9520	3	6505	1	36778
6227	9523	3	6509	2	36782
6228	9525	2	6513	3	36786
6229	9527	2	6519	4	36792
6230	9528	1	6523	0	36796
6231	9531	3	6527	1	36800
6232	9531	0	6531	2	36804
6233	9532	1	6538	3	36811
6234	9533	1	6545	4	36818
6235	9533	0	6550	0	36823
6236	9536	3	6555	1	36828
6237	9538	2	6559	2	36832
6238	9538	0	6564	3	36837
6239	9538	0	6573	4	36846
6240	9539	1	6579	0	36852
6241	9542	3	6583	1	36856
6242	9545	3	6587	2	36860
6243	9547	2	6591	3	36864
6244	9547	0	6597	4	36870
6245	9548	1	6603	0	36876
6246	9551	3	6607	1	36880
6247	9554	3	6611	2	36884
6248	9556	2	6615	3	36888
6249	9556	0	6621	4	36894
6250	9557	1	6640	0	36913
6251	9560	3	6644	1	36917
6252	9563	3	6648	2	36921
6253	9567	4	6652	3	36925
6254	9567	0	6656	4	36929
6255	9567	0	6666	0	36939
6256	9567	0	6674	1	36947
6257	9570	3	6681	2	36954
6258	9572	2	6685	3	36958
6259	9572	0	6691	4	36964
6260	9573	1	6697	0	36970
6261	9576	3	6701	1	36974
6262	9576	0	6705	2	36978
6263	9580	4	6712	3	36985
6264	9582	2	6716	4	36989
6265	9583	1	6720	0	36993
6266	9586	3	6724	1	36997
6267	9588	2	6728	2	37001
6268	9589	1	6733	3	37006
6269	9589	0	6740	4	37013
6270	9590	1	6747	0	37020
6271	9593	3	6751	1	37024
6272	9596	3	6755	2	37028
6273	9596	0	6759	3	37032
6274	9596	0	6784	4	37057
6275	9597	1	6805	0	37078
6276	9599	2	6809	1	37082
6277	9602	3	6814	2	37087
6278	9602	0	6818	3	37091
6279	9604	2	6827	4	37100
6280	9605	1	6831	0	37104
6281	9607	2	6835	1	37108
6282	9608	1	6840	2	37113
6283	9610	2	6846	3	37119
6284	9610	0	6852	4	37125
6285	9611	1	6858	0	37131
6286	9614	3	6862	1	37135
6287	9617	3	6866	2	37139
6288	9617	0	6870	3	37143
6289	9617	0	6880	4	37153
6290	9618	1	6886	0	37159
6291	9621	3	6890	1	37163
6292	9624	3	6894	2	37167
6293	9626	2	6898	3	37171
6294	9628	2	6904	4	37177
6295	9629	1	6908	0	37181
6296	9631	2	6912	1	37185
6297	9634	3	6917	2	37190
6298	9634	0	6921	3	37194
6299	9634	0	6930	4	37203
6300	9634	0	6939	0	37212
6301	9637	3	6944	1	37217
6302	9639	2	6948	2	37221
6303	9643	4	6953	3	37226
6304	9643	0	6957	4	37230
6305	9644	1	6967	0	37240
6306	9647	3	6971	1	37244
6307	9649	2	6975	2	37248
6308	9650	1	6980	3	37253
6309	9651	1	6987	4	37260
6310	9651	0	6992	0	37265
6311	9654	3	6997	1	37270
6312	9656	2	7001	2	37274
6313	9658	2	7006	3	37279
6314	9658	0	7012	4	37285
6315	9659	1	7018	0	37291
6316	9660	1	7022	1	37295
6317	9662	2	7028	2	37301
6318	9663	1	7033	3	37306
6319	9663	0	7040	4	37313
6320	9663	0	7047	0	37320
6321	9665	2	7052	1	37325
6322	9667	2	7057	2	37330
6323	9671	4	7062	3	37335
6324	9671	0	7066	4	37339
6325	9672	1	7076	0	37349
6326	9675	3	7080	1	37353
6327	9678	3	7084	2	37357
6328	9678	0	7088	3	37361
6329	9678	0	7103	4	37376
6330	9679	1	7109	0	37382
6331	9682	3	7113	1	37386
6332	9682	0	7117	2	37390
6333	9685	3	7124	3	37397
6334	9685	0	7129	4	37402
6335	9685	0	7136	0	37409
6336	9687	2	7143	1	37416
6337	9689	2	7148	2	37421
6338	9690	1	7153	3	37426
6339	9691	1	7160	4	37433
6340	9692	1	7165	0	37438
6341	9695	3	7169	1	37442
6342	9698	3	7173	2	37446
6343	9700	2	7177	3	37450
6344	9700	0	7183	4	37456
6345	9701	1	7195	0	37468
6346	9701	0	7199	1	37472
6347	9704	3	7206	2	37479
6348	9705	1	7210	3	37483
6349	9707	2	7217	4	37490
6350	9708	1	7221	0	37494
6351	9710	2	7225	1	37498
6352	9711	1	7230	2	37503
6353	9713	2	7236	3	37509
6354	9713	0	7242	4	37515
6355	9714	1	7249	0	37522
6356	9717	3	7253	1	37526
6357	9720	3	7257	2	37530
6358	9720	0	7261	3	37534
6359	9722	2	7269	4	37542
6360	9723	1	7273	0	37546
6361	9726	3	7277	1	37550
6362	9726	0	7281	2	37554
6363	9728	2	7288	3	37561
6364	9728	0	7294	4	37567
6365	9729	1	7300	0	37573
6366	9732	3	7304	1	37577
6367	9734	2	7308	2	37581
6368	9736	2	7313	3	37586
6369	9736	0	7319	4	37592
6370	9737	1	7328	0	37601
6371	9740	3	7332	1	37605
6372	9743	3	7336	2	37609
6373	9743	0	7340	3	37613
6374	9743	0	7355	4	37628
6375	9743	0	7365	0	37638
6376	9743	0	7373	1	37646
6377	9746	3	7380	2	37653
6378	9746	0	7384	3	37657
6379	9747	1	7393	4	37666
6380	9748	1	7398	0	37671
6381	9751	3	7402	1	37675
6382	9753	2	7406	2	37679
6383	9755	2	7411	3	37684
6384	9755	0	7417	4	37690
6385	9756	1	7423	0	37696
6386	9759	3	7427	1	37700
6387	9759	0	7431	2	37704
6388	9762	3	7438	3	37711
6389	9764	2	7443	4	37716
6390	9765	1	7447	0	37720
6391	9768	3	7451	1	37724
6392	9771	3	7455	2	37728
6393	9775	4	7459	3	37732
6394	9777	2	7463	4	37736
6395	9778	1	7467	0	37740
6396	9781	3	7471	1	37744
6397	9784	3	7475	2	37748
6398	9786	2	7479	3	37752
6399	9788	2	7485	4	37758
6400	9789	1	7489	0	37762
6401	9789	0	7493	1	37766
6402	9792	3	7502	2	37775
6403	9794	2	7506	3	37779
6404	9794	0	7512	4	37785
6405	9795	1	7518	0	37791
6406	9798	3	7522	1	37795
6407	9800	2	7526	2	37799
6408	9800	0	7531	3	37804
6409	9800	0	7546	4	37819
6410	9801	1	7552	0	37825
6411	9803	2	7556	1	37829
6412	9806	3	7561	2	37834
6413	9810	4	7565	3	37838
6414	9812	2	7569	4	37842
6415	9813	1	7573	0	37846
6416	9816	3	7577	1	37850
6417	9816	0	7581	2	37854
6418	9820	4	7588	3	37861
6419	9820	0	7592	4	37865
6420	9821	1	7602	0	37875
6421	9824	3	7606	1	37879
6422	9827	3	7610	2	37883
6423	9829	2	7614	3	37887
6424	9829	0	7620	4	37893
6425	9829	0	7632	0	37905
6426	9831	2	7642	1	37915
6427	9833	2	7647	2	37920
6428	9837	4	7652	3	37925
6429	9837	0	7656	4	37929
6430	9838	1	7666	0	37939
6431	9841	3	7670	1	37943
6432	9844	3	7674	2	37947
6433	9844	0	7678	3	37951
6434	9844	0	7688	4	37961
6435	9845	1	7694	0	37967
6436	9848	3	7698	1	37971
6437	9850	2	7702	2	37975
6438	9852	2	7707	3	37980
6439	9852	0	7713	4	37986
6440	9852	0	7721	0	37994
6441	9854	2	7727	1	38000
6442	9855	1	7732	2	38005
6443	9857	2	7738	3	38011
6444	9859	2	7744	4	38017
6445	9859	0	7748	0	38021
6446	9862	3	7756	1	38029
6447	9864	2	7760	2	38033
6448	9868	4	7765	3	38038
6449	9868	0	7769	4	38042
6450	9869	1	7785	0	38058
6451	9872	3	7789	1	38062
6452	9874	2	7793	2	38066
6453	9878	4	7798	3	38071
6454	9880	2	7802	4	38075
6455	9881	1	7806	0	38079
6456	9884	3	7810	1	38083
6457	9887	3	7814	2	38087
6458	9889	2	7818	3	38091
6459	9889	0	7824	4	38097
6460	9890	1	7845	0	38118
6461	9892	2	7849	1	38122
6462	9893	1	7854	2	38127
6463	9897	4	7860	3	38133
6464	9897	0	7864	4	38137
6465	9897	0	7873	0	38146
6466	9900	3	7880	1	38153
6467	9903	3	7884	2	38157
6468	9905	2	7888	3	38161
6469	9905	0	7894	4	38167
6470	9906	1	7900	0	38173
6471	9909	3	7904	1	38177
6472	9912	3	7908	2	38181
6473	9916	4	7912	3	38185
6474	9916	0	7916	4	38189
6475	9917	1	7926	0	38199
6476	9919	2	7930	1	38203
6477	9921	2	7935	2	38208
6478	9925	4	7940	3	38213
6479	9925	0	7944	4	38217
6480	9925	0	7956	0	38229
6481	9925	0	7966	1	38239
6482	9928	3	7975	2	38248
6483	9928	0	7979	3	38252
6484	9928	0	7991	4	38264
6485	9929	1	8000	0	38273
6486	9929	0	8004	1	38277
6487	9931	2	8012	2	38285
6488	9933	2	8017	3	38290
6489	9933	0	8023	4	38296
6490	9934	1	8031	0	38304
6491	9937	3	8035	1	38308
6492	9940	3	8039	2	38312
6493	9940	0	8043	3	38316
6494	9940	0	8051	4	38324
6495	9941	1	8061	0	38334
6496	9944	3	8065	1	38338
6497	9944	0	8069	2	38342
6498	9948	4	8076	3	38349
6499	9948	0	8080	4	38353
6500	9949	1	8089	0	38362
6501	9952	3	8093	1	38366
6502	9955	3	8097	2	38370
6503	9955	0	8101	3	38374
6504	9957	2	8117	4	38390
6505	9958	1	8121	0	38394
6506	9961	3	8125	1	38398
6507	9961	0	8129	2	38402
6508	9965	4	8136	3	38409
6509	9965	0	8140	4	38413
6510	9965	0	8148	0	38421
6511	9967	2	8154	1	38427
6512	9970	3	8159	2	38432
6513	9972	2	8163	3	38436
6514	9972	0	8169	4	38442
6515	9973	1	8179	0	38452
6516	9975	2	8183	1	38456
6517	9976	1	8188	2	38461
6518	9980	4	8194	3	38467
6519	9980	0	8198	4	38471
6520	9980	0	8208	0	38481
6521	9983	3	8217	1	38490
6522	9985	2	8221	2	38494
6523	9987	2	8226	3	38499
6524	9987	0	8232	4	38505
6525	9987	0	8240	0	38513
6526	9989	2	8246	1	38519
6527	9991	2	8251	2	38524
6528	9991	0	8256	3	38529
6529	9991	0	8265	4	38538
6530	9992	1	8271	0	38544
6531	9994	2	8275	1	38548
6532	9997	3	8280	2	38553
6533	9997	0	8284	3	38557
6534	9997	0	8292	4	38565
6535	9998	1	8301	0	38574
6536	10001	3	8305	1	38578
6537	10003	2	8309	2	38582
6538	10003	0	8314	3	38587
6539	10003	0	8327	4	38600
6540	10003	0	8333	0	38606
6541	10005	2	8339	1	38612
6542	10006	1	8344	2	38617
6543	10008	2	8350	3	38623
6544	10008	0	8356	4	38629
6545	10009	1	8363	0	38636
6546	10012	3	8367	1	38640
6547	10015	3	8371	2	38644
6548	10015	0	8375	3	38648
6549	10015	0	8383	4	38656
6550	10016	1	8398	0	38671
6551	10019	3	8402	1	38675
6552	10019	0	8406	2	38679
6553	10022	3	8413	3	38686
6554	10022	0	8418	4	38691
6555	10022	0	8425	0	38698
6556	10025	3	8430	1	38703
6557	10027	2	8434	2	38707
6558	10027	0	8439	3	38712
6559	10027	0	8448	4	38721
6560	10028	1	8454	0	38727
6561	10030	2	8458	1	38731
6562	10032	2	8463	2	38736
6563	10033	1	8468	3	38741
6564	10034	1	8475	4	38748
6565	10035	1	8480	0	38753
6566	10038	3	8484	1	38757
6567	10038	0	8488	2	38761
6568	10040	2	8495	3	38768
6569	10042	2	8501	4	38774
6570	10042	0	8505	0	38778
6571	10042	0	8513	1	38786
6572	10045	3	8520	2	38793
6573	10049	4	8524	3	38797
6574	10051	2	8528	4	38801
6575	10052	1	8532	0	38805
6576	10054	2	8536	1	38809
6577	10057	3	8541	2	38814
6578	10057	0	8545	3	38818
6579	10057	0	8563	4	38836
6580	10057	0	8572	0	38845
6581	10059	2	8578	1	38851
6582	10062	3	8583	2	38856
6583	10062	0	8587	3	38860
6584	10064	2	8599	4	38872
6585	10065	1	8603	0	38876
6586	10068	3	8607	1	38880
6587	10071	3	8611	2	38884
6588	10071	0	8615	3	38888
6589	10071	0	8625	4	38898
6590	10072	1	8631	0	38904
6591	10075	3	8635	1	38908
6592	10078	3	8639	2	38912
6593	10082	4	8643	3	38916
6594	10082	0	8647	4	38920
6595	10083	1	8657	0	38930
6596	10086	3	8661	1	38934
6597	10088	2	8665	2	38938
6598	10088	0	8670	3	38943
6599	10089	1	8679	4	38952
6600	10090	1	8684	0	38957
6601	10092	2	8688	1	38961
6602	10095	3	8693	2	38966
6603	10095	0	8697	3	38970
6604	10096	1	8706	4	38979
6605	10097	1	8711	0	38984
6606	10100	3	8715	1	38988
6607	10102	2	8719	2	38992
6608	10106	4	8724	3	38997
6609	10106	0	8728	4	39001
6610	10107	1	8743	0	39016
6611	10110	3	8747	1	39020
6612	10113	3	8751	2	39024
6613	10117	4	8755	3	39028
6614	10117	0	8759	4	39032
6615	10118	1	8773	0	39046
6616	10121	3	8777	1	39050
6617	10124	3	8781	2	39054
6618	10124	0	8785	3	39058
6619	10124	0	8802	4	39075
6620	10125	1	8808	0	39081
6621	10128	3	8812	1	39085
6622	10128	0	8816	2	39089
6623	10132	4	8823	3	39096
6624	10134	2	8827	4	39100
6625	10135	1	8831	0	39104
6626	10138	3	8835	1	39108
6627	10141	3	8839	2	39112
6628	10141	0	8843	3	39116
6629	10141	0	8862	4	39135
6630	10141	0	8877	0	39150
6631	10143	2	8883	1	39156
6632	10144	1	8888	2	39161
6633	10146	2	8894	3	39167
6634	10146	0	8900	4	39173
6635	10147	1	8908	0	39181
6636	10150	3	8912	1	39185
6637	10150	0	8916	2	39189
6638	10152	2	8923	3	39196
6639	10152	0	8929	4	39202
6640	10152	0	8937	0	39210
6641	10154	2	8943	1	39216
6642	10156	2	8948	2	39221
6643	10158	2	8953	3	39226
6644	10160	2	8959	4	39232
6645	10160	0	8963	0	39236
6646	10162	2	8971	1	39244
6647	10162	0	8976	2	39249
6648	10166	4	8985	3	39258
6649	10168	2	8989	4	39262
6650	10169	1	8993	0	39266
6651	10172	3	8997	1	39270
6652	10175	3	9001	2	39274
6653	10175	0	9005	3	39278
6654	10175	0	9015	4	39288
6655	10176	1	9021	0	39294
6656	10179	3	9025	1	39298
6657	10182	3	9029	2	39302
6658	10184	2	9033	3	39306
6659	10186	2	9039	4	39312
6660	10187	1	9043	0	39316
6661	10190	3	9047	1	39320
6662	10193	3	9051	2	39324
6663	10193	0	9055	3	39328
6664	10193	0	9072	4	39345
6665	10193	0	9082	0	39355
6666	10195	2	9088	1	39361
6667	10197	2	9093	2	39366
6668	10199	2	9098	3	39371
6669	10199	0	9104	4	39377
6670	10200	1	9112	0	39385
6671	10203	3	9116	1	39389
6672	10205	2	9120	2	39393
6673	10207	2	9125	3	39398
6674	10207	0	9131	4	39404
6675	10208	1	9137	0	39410
6676	10211	3	9141	1	39414
6677	10213	2	9145	2	39418
6678	10213	0	9150	3	39423
6679	10213	0	9160	4	39433
6680	10214	1	9166	0	39439
6681	10217	3	9170	1	39443
6682	10217	0	9174	2	39447
6683	10219	2	9181	3	39454
6684	10221	2	9187	4	39460
6685	10222	1	9191	0	39464
6686	10224	2	9195	1	39468
6687	10226	2	9200	2	39473
6688	10230	4	9205	3	39478
6689	10230	0	9209	4	39482
6690	10231	1	9219	0	39492
6691	10233	2	9223	1	39496
6692	10235	2	9228	2	39501
6693	10235	0	9233	3	39506
6694	10235	0	9246	4	39519
6695	10236	1	9254	0	39527
6696	10238	2	9258	1	39531
6697	10241	3	9263	2	39536
6698	10241	0	9267	3	39540
6699	10243	2	9276	4	39549
6700	10244	1	9280	0	39553
6701	10247	3	9284	1	39557
6702	10250	3	9288	2	39561
6703	10250	0	9292	3	39565
6704	10250	0	9307	4	39580
6705	10251	1	9318	0	39591
6706	10254	3	9322	1	39595
6707	10256	2	9326	2	39599
6708	10256	0	9331	3	39604
6709	10256	0	9340	4	39613
6710	10257	1	9346	0	39619
6711	10260	3	9350	1	39623
6712	10260	0	9354	2	39627
6713	10263	3	9361	3	39634
6714	10263	0	9366	4	39639
6715	10264	1	9373	0	39646
6716	10267	3	9377	1	39650
6717	10269	2	9381	2	39654
6718	10271	2	9386	3	39659
6719	10271	0	9392	4	39665
6720	10272	1	9400	0	39673
6721	10274	2	9404	1	39677
6722	10275	1	9409	2	39682
6723	10278	3	9415	3	39688
6724	10278	0	9420	4	39693
6725	10278	0	9427	0	39700
6726	10281	3	9432	1	39705
6727	10283	2	9436	2	39709
6728	10285	2	9441	3	39714
6729	10287	2	9447	4	39720
6730	10288	1	9451	0	39724
6731	10291	3	9455	1	39728
6732	10294	3	9459	2	39732
6733	10294	0	9463	3	39736
6734	10294	0	9481	4	39754
6735	10295	1	9491	0	39764
6736	10298	3	9495	1	39768
6737	10301	3	9499	2	39772
6738	10301	0	9503	3	39776
6739	10301	0	9518	4	39791
6740	10302	1	9524	0	39797
6741	10305	3	9528	1	39801
6742	10307	2	9532	2	39805
6743	10309	2	9537	3	39810
6744	10309	0	9543	4	39816
6745	10310	1	9551	0	39824
6746	10313	3	9555	1	39828
6747	10316	3	9559	2	39832
6748	10318	2	9563	3	39836
6749	10320	2	9569	4	39842
6750	10321	1	9573	0	39846
6751	10324	3	9577	1	39850
6752	10327	3	9581	2	39854
6753	10329	2	9585	3	39858
6754	10331	2	9591	4	39864
6755	10332	1	9595	0	39868
6756	10333	1	9599	1	39872
6757	10335	2	9605	2	39878
6758	10337	2	9610	3	39883
6759	10337	0	9616	4	39889
6760	10337	0	9625	0	39898
6761	10339	2	9632	1	39905
6762	10339	0	9637	2	39910
6763	10340	1	9645	3	39918
6764	10340	0	9652	4	39925
6765	10341	1	9658	0	39931
6766	10343	2	9662	1	39935
6767	10346	3	9667	2	39940
6768	10348	2	9671	3	39944
6769	10348	0	9677	4	39950
6770	10349	1	9688	0	39961
6771	10352	3	9692	1	39965
6772	10354	2	9696	2	39969
6773	10356	2	9701	3	39974
6774	10358	2	9707	4	39980
6775	10359	1	9711	0	39984
6776	10362	3	9715	1	39988
6777	10365	3	9719	2	39992
6778	10365	0	9723	3	39996
6779	10365	0	9740	4	40013
6780	10366	1	9750	0	40023
6781	10366	0	9754	1	40027
6782	10369	3	9761	2	40034
6783	10373	4	9765	3	40038
6784	10373	0	9769	4	40042
6785	10373	0	9779	0	40052
6786	10373	0	9790	1	40063
6787	10376	3	9800	2	40073
6788	10380	4	9804	3	40077
6789	10382	2	9808	4	40081
6790	10383	1	9812	0	40085
6791	10386	3	9816	1	40089
6792	10389	3	9820	2	40093
6793	10389	0	9824	3	40097
6794	10389	0	9834	4	40107
6795	10390	1	9842	0	40115
6796	10392	2	9846	1	40119
6797	10393	1	9851	2	40124
6798	10395	2	9857	3	40130
6799	10397	2	9863	4	40136
6800	10398	1	9867	0	40140
6801	10401	3	9871	1	40144
6802	10403	2	9875	2	40148
6803	10407	4	9880	3	40153
6804	10409	2	9884	4	40157
6805	10410	1	9888	0	40161
6806	10413	3	9892	1	40165
6807	10416	3	9896	2	40169
6808	10416	0	9900	3	40173
6809	10416	0	9927	4	40200
6810	10417	1	9946	0	40219
6811	10420	3	9950	1	40223
6812	10423	3	9954	2	40227
6813	10425	2	9958	3	40231
6814	10425	0	9964	4	40237
6815	10426	1	9974	0	40247
6816	10428	2	9978	1	40251
6817	10429	1	9983	2	40256
6818	10431	2	9989	3	40262
6819	10431	0	9995	4	40268
6820	10432	1	10003	0	40276
6821	10434	2	10007	1	40280
6822	10435	1	10012	2	40285
6823	10438	3	10018	3	40291
6824	10438	0	10023	4	40296
6825	10439	1	10032	0	40305
6826	10442	3	10036	1	40309
6827	10445	3	10040	2	40313
6828	10447	2	10044	3	40317
6829	10449	2	10050	4	40323
6830	10450	1	10054	0	40327
6831	10451	1	10058	1	40331
6832	10454	3	10064	2	40337
6833	10458	4	10068	3	40341
6834	10460	2	10072	4	40345
6835	10461	1	10076	0	40349
6836	10463	2	10080	1	40353
6837	10466	3	10085	2	40358
6838	10470	4	10089	3	40362
6839	10470	0	2	4	40366
6840	10471	1	14	0	40378
6841	10474	3	18	1	40382
6842	10474	0	22	2	40386
6843	10474	0	36	3	40400
6844	10475	1	49	4	40413
6845	10476	1	54	0	40418
